antecedents,consequents,support,confidence,lift
ROSES REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.024468892261001518,0.5127186009538951,4.148330976410275
LUNCH BAG RED SPOTTY,LUNCH BAG SUKI DESIGN,0.014301972685887709,0.34397810218978103,4.138412950124431
SET OF 72 PINK HEART PAPER DOILIES,60 TEATIME FAIRY CAKE CASES,0.01039453717754173,0.30043859649122806,4.105526906951152
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG RED RETROSPOT,0.03698786039453718,0.4667304930588798,4.0969083573200376
JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.03698786039453718,0.3246753246753247,4.0969083573200376
STRAWBERRY CHARLOTTE BAG,LUNCH BAG BLACK SKULL,0.01665402124430956,0.34539732494099135,4.071857551629934
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.01039453717754173,0.3361963190184049,4.044790036205
JUMBO BAG ALPHABET,JUMBO STORAGE BAG SUKI,0.01069802731411229,0.33812949640287765,4.014906993324259
JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.021358118361153262,0.31754089114495204,4.006882666625628
RECYCLING BAG RETROSPOT,JUMBO STORAGE BAG SUKI,0.01847496206373293,0.3360938578329883,3.9907360776925995
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG BLACK SKULL,0.019992412746585735,0.33695652173913043,3.9723496927743644
SUKI SHOULDER BAG,JUMBO SHOPPER VINTAGE RED PAISLEY,0.01024279210925645,0.31358885017421606,3.9570139256066708
JUMBO BAG VINTAGE LEAF,JUMBO SHOPPER VINTAGE RED PAISLEY,0.009408194233687404,0.3103879849812265,3.9166238794184443
RED RETROSPOT CHARLOTTE BAG,LUNCH BAG SUKI DESIGN,0.013391502276176024,0.3226691042047532,3.8820436270366474
STRAWBERRY CHARLOTTE BAG,LUNCH BAG SUKI DESIGN,0.015440060698027313,0.3202202989771833,3.8525819630481752
WOODLAND CHARLOTTE BAG,LUNCH BAG SUKI DESIGN,0.015136570561456753,0.31945556445156126,3.8433814143966933
RECYCLING BAG RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.01665402124430956,0.30296756383712903,3.8229894603861756
JUMBO BAG VINTAGE LEAF,JUMBO STORAGE BAG SUKI,0.009711684370257967,0.32040050062578224,3.8043951335565853
WOODLAND CHARLOTTE BAG,JUMBO STORAGE BAG SUKI,0.015136570561456753,0.31945556445156126,3.7931750806050246
JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN,0.026176024279210924,0.3108108108108108,3.7393760716444424
LUNCH BAG SUKI DESIGN,JUMBO STORAGE BAG SUKI,0.026176024279210924,0.314924691921497,3.739376071644442
RED HANGING HEART TLIGHT HOLDER,WHITE HANGING HEART TLIGHT HOLDER,0.04457511380880121,0.7129854368932038,3.7106211483721325
RED RETROSPOT CHARLOTTE BAG,JUMBO BAG RED RETROSPOT,0.017450682852807285,0.4204753199268739,3.6908855921653
RED RETROSPOT PICNIC BAG,JUMBO BAG RED RETROSPOT,0.01267071320182094,0.420125786163522,3.68781742366648
CHARLOTTE BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,0.009597875569044007,0.3104294478527608,3.686000110539988
RECYCLING BAG RETROSPOT,JUMBO BAG RED RETROSPOT,0.02276176024279211,0.41407867494824013,3.634736553991212
SUKI SHOULDER BAG,LUNCH BAG SUKI DESIGN,0.009863429438543247,0.30197444831591175,3.6330654758591665
RED RETROSPOT PICNIC BAG,LUNCH BAG SUKI DESIGN,0.009104704097116844,0.3018867924528302,3.6320108850098602
PLASTERS IN TIN SKULLS,LUNCH BAG BLACK SKULL,0.011115326251896814,0.303312629399586,3.5757249154620245
PACK OF 72 SKULL CAKE CASES,LUNCH BAG BLACK SKULL,0.015515933232169954,0.30251479289940825,3.5663192937515213
ROUND SNACK BOXES SET OF4 WOODLAND,LUNCH BAG BLACK SKULL,0.009939301972685888,0.3021914648212226,3.562507608536417
SUKI SHOULDER BAG,JUMBO BAG RED RETROSPOT,0.013239757207890744,0.40534262485482003,3.5580524779131055
LUNCH BAG RED RETROSPOT,JUMBO BAG RED RETROSPOT,0.02435508345978756,0.3905109489051095,3.4278616760368585
ASSORTED COLOURS SILK FAN,PARTY BUNTING,0.010660091047040972,0.31715575620767494,3.4067749525812188
CHARLOTTE BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.011949924127465858,0.38650306748466257,3.3926809386932084
JUMBO BAG SCANDINAVIAN PAISLEY,JUMBO BAG RED RETROSPOT,0.011760242792109257,0.37897310513447435,3.3265837666815665
PAPER BUNTING RETROSPOT,PARTY BUNTING,0.009218512898330804,0.3060453400503778,3.287430792065183
LUNCH BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.015250379362670713,0.33838383838383834,2.9702956975684245
RED RETROSPOT CAKE STAND,REGENCY CAKESTAND 3 TIER,0.013846737481031867,0.3668341708542714,2.9680014560216677
PICNIC BASKET WICKER SMALL,JUMBO BAG RED RETROSPOT,0.01058421851289833,0.3214285714285714,2.821464250035678
WOODLAND CHARLOTTE BAG,JUMBO BAG RED RETROSPOT,0.01479514415781487,0.3122497998398719,2.7408940139124285
SET20 RED RETROSPOT PAPER NAPKINS,JUMBO BAG RED RETROSPOT,0.011760242792109257,0.31155778894472363,2.73481961924173
RED TOADSTOOL LED NIGHT LIGHT,JUMBO BAG RED RETROSPOT,0.013125948406676783,0.30646589902568644,2.6901235758631685
DOORMAT RED RETROSPOT,JUMBO BAG RED RETROSPOT,0.009104704097116844,0.30495552731893266,2.6768657010080137
PAPER BUNTING RETROSPOT,JUMBO BAG RED RETROSPOT,0.009180576631259483,0.3047858942065491,2.675376680414464
STRAWBERRY CHARLOTTE BAG,JUMBO BAG RED RETROSPOT,0.01460546282245827,0.3029110936270653,2.6589198894470334
STRAWBERRY LUNCH BOX WITH CUTLERY,JUMBO BAG RED RETROSPOT,0.009370257966616086,0.301219512195122,2.6440713757786933
BOX OF 24 COCKTAIL PARASOLS,REGENCY CAKESTAND 3 TIER,0.012784522003034902,0.32591876208897486,2.6369608866376235
CHARLOTTE BAG PINK POLKADOT,REGENCY CAKESTAND 3 TIER,0.009559939301972686,0.30920245398773005,2.5017116903365757
RED KITCHEN SCALES,REGENCY CAKESTAND 3 TIER,0.009142640364188164,0.30779054916985954,2.4902881756038973
SMALL GLASS HEART TRINKET POT,REGENCY CAKESTAND 3 TIER,0.011911987860394537,0.30515063168124396,2.4689289905210527
HEART IVORY TRELLIS LARGE,WHITE HANGING HEART TLIGHT HOLDER,0.014150227617602427,0.46977329974811083,2.4448616350168213
CREAM HEART CARD HOLDER,WHITE HANGING HEART TLIGHT HOLDER,0.021585735963581185,0.46222583265637696,2.4055820234594463
HEART IVORY TRELLIS SMALL,WHITE HANGING HEART TLIGHT HOLDER,0.016350531107739,0.4604700854700855,2.3964445119430313
LOVEBIRD HANGING DECORATION WHITE,WHITE HANGING HEART TLIGHT HOLDER,0.019347496206373292,0.4602888086642599,2.3955010851707583
CREAM CUPID HEARTS COAT HANGER,WHITE HANGING HEART TLIGHT HOLDER,0.013391502276176024,0.4468354430379747,2.3254851487622927
HEART FILIGREE DOVE SMALL,WHITE HANGING HEART TLIGHT HOLDER,0.013922610015174508,0.4464720194647202,2.3235937676387017
ZINC METAL HEART DECORATION,WHITE HANGING HEART TLIGHT HOLDER,0.021585735963581185,0.4304084720121029,2.239993548319651
WOODEN PICTURE FRAME WHITE FINISH,WHITE HANGING HEART TLIGHT HOLDER,0.03129742033383915,0.4254770500257865,2.2143287341914575
METAL 4 HOOK HANGER FRENCH CHATEAU,WHITE HANGING HEART TLIGHT HOLDER,0.015060698027314112,0.42279020234291803,2.200345455826124
WOODEN FRAME ANTIQUE WHITE,WHITE HANGING HEART TLIGHT HOLDER,0.03133535660091047,0.4199288256227758,2.18545386839415
WOOD 2 DRAWER CABINET WHITE FINISH,WHITE HANGING HEART TLIGHT HOLDER,0.017261001517450685,0.4178145087235997,2.174450236910975
WOOD S3 CABINET ANT WHITE FINISH,WHITE HANGING HEART TLIGHT HOLDER,0.016084977238239758,0.4124513618677043,2.146538578249296
SINGLE HEART ZINC TLIGHT HOLDER,WHITE HANGING HEART TLIGHT HOLDER,0.01665402124430956,0.4083720930232558,2.1253086618150094
LOVE BUILDING BLOCK WORD,WHITE HANGING HEART TLIGHT HOLDER,0.02507587253414264,0.40304878048780485,2.0976043146413694
SUKI SHOULDER BAG,WHITE HANGING HEART TLIGHT HOLDER,0.013163884673748103,0.40301974448315914,2.0974532012983365
HANGING HEART ZINC TLIGHT HOLDER,WHITE HANGING HEART TLIGHT HOLDER,0.021737481031866464,0.40069930069930065,2.0853768146956693
HEART OF WICKER LARGE,WHITE HANGING HEART TLIGHT HOLDER,0.02867981790591806,0.39664218258132217,2.0642621782514614
SET OF 72 PINK HEART PAPER DOILIES,WHITE HANGING HEART TLIGHT HOLDER,0.013088012139605462,0.3782894736842105,1.9687483763703433
RED GINGHAM ROSE JEWELLERY BOX,WHITE HANGING HEART TLIGHT HOLDER,0.012253414264036418,0.37822014051522246,1.9683875427406246
SMALL GLASS HEART TRINKET POT,WHITE HANGING HEART TLIGHT HOLDER,0.014757207890743551,0.3780369290573372,1.9674340473744143
HANGING HEART JAR TLIGHT HOLDER,WHITE HANGING HEART TLIGHT HOLDER,0.01896813353566009,0.3770739064856712,1.962422147080413
CREAM SWEETHEART MINI CHEST,WHITE HANGING HEART TLIGHT HOLDER,0.012291350531107739,0.3754345307068366,1.953890272345945
BATHROOM METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.020371775417298937,0.37214137214137216,1.9367515438591452
KEY FOB SHED,WHITE HANGING HEART TLIGHT HOLDER,0.011570561456752655,0.370595382746051,1.9287056839458845
HOME BUILDING BLOCK WORD,WHITE HANGING HEART TLIGHT HOLDER,0.02765553869499241,0.36948808920425746,1.9229429479613478
HEART OF WICKER SMALL,WHITE HANGING HEART TLIGHT HOLDER,0.02886949924127466,0.3681664247701984,1.916064552209759
POTTERING IN THE SHED METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.015364188163884674,0.3651938683498647,1.900594347423975
ANTIQUE SILVER TEA GLASS ETCHED,WHITE HANGING HEART TLIGHT HOLDER,0.013732928679817905,0.36127744510978044,1.8802119354578108
NATURAL SLATE HEART CHALKBOARD,WHITE HANGING HEART TLIGHT HOLDER,0.026441578148710166,0.35909325090159716,1.8688446384533268
WOOD BLACK BOARD ANT WHITE FINISH,WHITE HANGING HEART TLIGHT HOLDER,0.014719271623672231,0.35466179159049366,1.8457818018411476
TOILET METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.011911987860394537,0.3544018058690745,1.8444287468329326
PACK OF 12 HEARTS DESIGN TISSUES,WHITE HANGING HEART TLIGHT HOLDER,0.011646433990895296,0.35368663594470046,1.8407067568612643
BEWARE OF THE CAT METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.012139605462822459,0.3516483516483516,1.8300988251629908
ASSORTED COLOURS SILK FAN,WHITE HANGING HEART TLIGHT HOLDER,0.011760242792109257,0.34988713318284426,1.8209328392299653
CHOCOLATE THIS WAY METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.012139605462822459,0.34972677595628415,1.8200982851347778
METAL SIGN TAKE IT OR LEAVE IT,WHITE HANGING HEART TLIGHT HOLDER,0.010470409711684371,0.34936708860759497,1.818226348607345
WICKER STAR,WHITE HANGING HEART TLIGHT HOLDER,0.011001517450682853,0.3468899521531101,1.805334479517469
SWEETHEART CERAMIC TRINKET BOX,WHITE HANGING HEART TLIGHT HOLDER,0.018247344461305007,0.3440629470672389,1.7906217738780685
VICTORIAN GLASS HANGING TLIGHT,WHITE HANGING HEART TLIGHT HOLDER,0.021813353566009105,0.3426698450536353,1.7833715924212885
LADIES GENTLEMEN METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.013808801213960546,0.3414634146341463,1.777092914068331
STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART TLIGHT HOLDER,0.027010622154779968,0.3400191021967526,1.7695762159736224
SMALL HEART MEASURING SPOONS,WHITE HANGING HEART TLIGHT HOLDER,0.011874051593323217,0.33619763694951665,1.7496879980235456
SET OF 3 HEART COOKIE CUTTERS,WHITE HANGING HEART TLIGHT HOLDER,0.01433990895295903,0.33421750663129973,1.7393827196053426
SCANDINAVIAN REDS RIBBONS,WHITE HANGING HEART TLIGHT HOLDER,0.010128983308042488,0.33250311332503113,1.7304604278870326
GIN TONIC DIET METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.019385432473444614,0.33117303953337657,1.7235382669496162
CERAMIC STRAWBERRY CAKE MONEY BANK,WHITE HANGING HEART TLIGHT HOLDER,0.009939301972685888,0.32955974842767294,1.7151421458150955
72 SWEETHEART FAIRY CAKE CASES,WHITE HANGING HEART TLIGHT HOLDER,0.016502276176024278,0.32706766917293234,1.702172509259328
PLEASE ONE PERSON METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.02120637329286798,0.32651869158878505,1.6993154413189286
HAND OVER THE CHOCOLATE SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.017450682852807285,0.3248587570621469,1.690676571798261
GRAND CHOCOLATECANDLE,WHITE HANGING HEART TLIGHT HOLDER,0.009749620637329287,0.31925465838509315,1.6615109170841176
COOK WITH WINE METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.016047040971168436,0.3182844243792325,1.6564614860091942
POTTING SHED TEA MUG,WHITE HANGING HEART TLIGHT HOLDER,0.009939301972685888,0.3164251207729468,1.646785031307972
HOT BATHS METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.013732928679817905,0.3150565709312445,1.6396626277882733
PAPER BUNTING WHITE LACE,WHITE HANGING HEART TLIGHT HOLDER,0.009142640364188164,0.3138020833333333,1.6331338433695293
RED TOADSTOOL LED NIGHT LIGHT,WHITE HANGING HEART TLIGHT HOLDER,0.013429438543247345,0.31355181576616475,1.6318313649745513
NO SINGING METAL SIGN,WHITE HANGING HEART TLIGHT HOLDER,0.013239757207890744,0.3132854578096948,1.6304451466660523
6 RIBBONS RUSTIC CHARM,WHITE HANGING HEART TLIGHT HOLDER,0.018361153262518966,0.3126614987080103,1.6271978491496843
GREY HEART HOT WATER BOTTLE,WHITE HANGING HEART TLIGHT HOLDER,0.011153262518968133,0.31144067796610164,1.620844278615289
MEMO BOARD RETROSPOT DESIGN,WHITE HANGING HEART TLIGHT HOLDER,0.009446130500758725,0.31086142322097376,1.6178296379279107
RECYCLING BAG RETROSPOT,WHITE HANGING HEART TLIGHT HOLDER,0.01707132018209408,0.3105590062111801,1.616255755918402
BOX OF 24 COCKTAIL PARASOLS,WHITE HANGING HEART TLIGHT HOLDER,0.012139605462822459,0.30947775628626695,1.6106285598629806
CHARLOTTE BAG SUKI DESIGN,WHITE HANGING HEART TLIGHT HOLDER,0.018361153262518966,0.309462915601023,1.6105513238386904
STRAWBERRY LUNCH BOX WITH CUTLERY,WHITE HANGING HEART TLIGHT HOLDER,0.009597875569044007,0.30853658536585366,1.605730383068885
COLOUR GLASS TLIGHT HOLDER HANGING,WHITE HANGING HEART TLIGHT HOLDER,0.013581183611532625,0.305982905982906,1.592440158284186
WOODLAND CHARLOTTE BAG,WHITE HANGING HEART TLIGHT HOLDER,0.01449165402124431,0.3058446757405925,1.5917207606163903
KNITTED UNION FLAG HOT WATER BOTTLE,WHITE HANGING HEART TLIGHT HOLDER,0.011342943854324734,0.3044806517311609,1.5846219110826063
RED WOOLLY HOTTIE WHITE HEART,WHITE HANGING HEART TLIGHT HOLDER,0.01236722306525038,0.30297397769516726,1.576780661805451
LUNCH BAG RED SPOTTY,WHITE HANGING HEART TLIGHT HOLDER,0.012594840667678301,0.3029197080291971,1.5764982238202636
60 TEATIME FAIRY CAKE CASES,WHITE HANGING HEART TLIGHT HOLDER,0.021965098634294387,0.3001555209953344,1.5621124449036552
